"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 06 23:24:25 GMT 2024","Tue Aug 06 23:24:26 GMT 2024","858","","","","","","Validate Council Output [RushmoorCouncil]",""
"passed","Tue Aug 06 23:17:10 GMT 2024","Tue Aug 06 23:17:55 GMT 2024","44961","","","","","","Validate Council Output [EastSuffolkCouncil]",""
"passed","Tue Aug 06 23:06:42 GMT 2024","Tue Aug 06 23:06:43 GMT 2024","827","","","","","","Validate Council Output [CannockChaseDistrictCouncil]",""
"passed","Tue Aug 06 23:22:05 GMT 2024","Tue Aug 06 23:22:07 GMT 2024","1894","","","","","","Validate Council Output [SouthAyrshireCouncil]",""
"passed","Tue Aug 06 23:28:46 GMT 2024","Tue Aug 06 23:28:50 GMT 2024","4346","","","","","","Validate Council Output [WiganBoroughCouncil]",""
"passed","Tue Aug 06 23:27:11 GMT 2024","Tue Aug 06 23:27:13 GMT 2024","1964","","","","","","Validate Council Output [StratfordUponAvonCouncil]",""
"failed","Tue Aug 06 23:21:58 GMT 2024","Tue Aug 06 23:24:18 GMT 2024","139796","","","","","","Validate Council Output [PrestonCityCouncil]",""
"passed","Tue Aug 06 23:27:17 GMT 2024","Tue Aug 06 23:27:26 GMT 2024","8897","","","","","","Validate Council Output [SunderlandCityCouncil]",""
"passed","Tue Aug 06 23:27:25 GMT 2024","Tue Aug 06 23:27:27 GMT 2024","2673","","","","","","Validate Council Output [TorbayCouncil]",""
"failed","Tue Aug 06 23:27:15 GMT 2024","Tue Aug 06 23:29:29 GMT 2024","133877","","","","","","Validate Council Output [TamesideMBCouncil]",""
"failed","Tue Aug 06 23:06:50 GMT 2024","Tue Aug 06 23:11:51 GMT 2024","300900","","","","","","Validate Council Output [ChelmsfordCityCouncil]",""
"passed","Tue Aug 06 23:05:48 GMT 2024","Tue Aug 06 23:05:50 GMT 2024","2108","","","","","","Validate Council Output [BuryCouncil]",""
"passed","Tue Aug 06 23:24:22 GMT 2024","Tue Aug 06 23:24:24 GMT 2024","2415","","","","","","Validate Council Output [NorthYorkshire]",""
"passed","Tue Aug 06 23:15:47 GMT 2024","Tue Aug 06 23:15:48 GMT 2024","996","","","","","","Validate Council Output [CornwallCouncil]",""
"passed","Tue Aug 06 23:27:21 GMT 2024","Tue Aug 06 23:27:36 GMT 2024","15864","","","","","","Validate Council Output [TendringDistrictCouncil]",""
"passed","Tue Aug 06 23:24:18 GMT 2024","Tue Aug 06 23:26:48 GMT 2024","149454","","","","","","Validate Council Output [ReigateAndBansteadBoroughCouncil]",""
"passed","Tue Aug 06 23:05:50 GMT 2024","Tue Aug 06 23:06:42 GMT 2024","52206","","","","","","Validate Council Output [CalderdaleCouncil]",""
"passed","Tue Aug 06 23:27:28 GMT 2024","Tue Aug 06 23:27:29 GMT 2024","1516","","","","","","Validate Council Output [SwanseaCouncil]",""
"passed","Tue Aug 06 23:26:39 GMT 2024","Tue Aug 06 23:26:40 GMT 2024","870","","","","","","Validate Council Output [SouthLanarkshireCouncil]",""
"passed","Tue Aug 06 23:11:53 GMT 2024","Tue Aug 06 23:11:56 GMT 2024","3369","","","","","","Validate Council Output [DurhamCouncil]",""
"passed","Tue Aug 06 23:24:28 GMT 2024","Tue Aug 06 23:27:01 GMT 2024","153385","","","","","","Validate Council Output [SevenoaksDistrictCouncil]",""
"passed","Tue Aug 06 23:18:51 GMT 2024","Tue Aug 06 23:19:16 GMT 2024","25453","","","","","","Validate Council Output [LeedsCityCouncil]",""
"passed","Tue Aug 06 23:19:11 GMT 2024","Tue Aug 06 23:19:14 GMT 2024","3479","","","","","","Validate Council Output [HarrogateBoroughCouncil]",""
"failed","Tue Aug 06 23:27:29 GMT 2024","Tue Aug 06 23:27:30 GMT 2024","1268","","","","","","Validate Council Output [ValeofGlamorganCouncil]",""
"passed","Tue Aug 06 23:18:58 GMT 2024","Tue Aug 06 23:19:20 GMT 2024","21799","","","","","","Validate Council Output [NewForestCouncil]",""
"passed","Tue Aug 06 23:11:38 GMT 2024","Tue Aug 06 23:11:39 GMT 2024","1123","","","","","","Validate Council Output [BarnsleyMBCouncil]",""
"passed","Tue Aug 06 23:21:04 GMT 2024","Tue Aug 06 23:21:29 GMT 2024","24924","","","","","","Validate Council Output [NorthKestevenDistrictCouncil]",""
"failed","Tue Aug 06 23:17:32 GMT 2024","Tue Aug 06 23:17:33 GMT 2024","1105","","","","","","Validate Council Output [GlasgowCityCouncil]",""
"passed","Tue Aug 06 23:21:55 GMT 2024","Tue Aug 06 23:22:05 GMT 2024","10513","","","","","","Validate Council Output [SomersetCouncil]",""
"passed","Tue Aug 06 23:27:13 GMT 2024","Tue Aug 06 23:27:17 GMT 2024","3422","","","","","","Validate Council Output [StroudDistrictCouncil]",""
"passed","Tue Aug 06 23:17:27 GMT 2024","Tue Aug 06 23:18:01 GMT 2024","33647","","","","","","Validate Council Output [MidSussexDistrictCouncil]",""
"passed","Tue Aug 06 23:16:57 GMT 2024","Tue Aug 06 23:17:27 GMT 2024","29776","","","","","","Validate Council Output [MidAndEastAntrimBoroughCouncil]",""
"failed","Tue Aug 06 23:18:03 GMT 2024","Tue Aug 06 23:18:58 GMT 2024","55382","","","","","","Validate Council Output [NeathPortTalbotCouncil]",""
"passed","Tue Aug 06 23:28:42 GMT 2024","Tue Aug 06 23:28:45 GMT 2024","3157","","","","","","Validate Council Output [WiltshireCouncil]",""
"passed","Tue Aug 06 23:29:29 GMT 2024","Tue Aug 06 23:29:32 GMT 2024","2661","","","","","","Validate Council Output [TandridgeDistrictCouncil]",""
"passed","Tue Aug 06 23:28:50 GMT 2024","Tue Aug 06 23:28:57 GMT 2024","7004","","","","","","Validate Council Output [WychavonDistrictCouncil]",""
"passed","Tue Aug 06 23:24:26 GMT 2024","Tue Aug 06 23:24:28 GMT 2024","1910","","","","","","Validate Council Output [SalfordCityCouncil]",""
"passed","Tue Aug 06 23:22:03 GMT 2024","Tue Aug 06 23:22:05 GMT 2024","1467","","","","","","Validate Council Output [NorthSomersetCouncil]",""
"failed","Tue Aug 06 23:26:48 GMT 2024","Tue Aug 06 23:27:18 GMT 2024","30311","","","","","","Validate Council Output [RenfrewshireCouncil]",""
"passed","Tue Aug 06 23:22:07 GMT 2024","Tue Aug 06 23:24:22 GMT 2024","134916","","","","","","Validate Council Output [NorthWestLeicestershire]",""
"passed","Tue Aug 06 23:21:29 GMT 2024","Tue Aug 06 23:21:40 GMT 2024","10151","","","","","","Validate Council Output [NorthLincolnshireCouncil]",""
"passed","Tue Aug 06 23:21:43 GMT 2024","Tue Aug 06 23:21:45 GMT 2024","2084","","","","","","Validate Council Output [HullCityCouncil]",""
"passed","Tue Aug 06 23:27:50 GMT 2024","Tue Aug 06 23:28:41 GMT 2024","50321","","","","","","Validate Council Output [WestBerkshireCouncil]",""
"passed","Tue Aug 06 23:27:18 GMT 2024","Tue Aug 06 23:27:21 GMT 2024","2496","","","","","","Validate Council Output [RhonddaCynonTaffCouncil]",""
"passed","Tue Aug 06 23:28:49 GMT 2024","Tue Aug 06 23:28:52 GMT 2024","3250","","","","","","Validate Council Output [WyreCouncil]",""
"passed","Tue Aug 06 23:06:37 GMT 2024","Tue Aug 06 23:06:38 GMT 2024","922","","","","","","Validate Council Output [BCPCouncil]",""
"passed","Tue Aug 06 23:27:14 GMT 2024","Tue Aug 06 23:27:15 GMT 2024","1338","","","","","","Validate Council Output [StockportBoroughCouncil]",""
"failed","Tue Aug 06 23:27:31 GMT 2024","Tue Aug 06 23:27:39 GMT 2024","8053","","","","","","Validate Council Output [UttlesfordDistrictCouncil]",""
"passed","Tue Aug 06 23:21:48 GMT 2024","Tue Aug 06 23:21:53 GMT 2024","4690","","","","","","Validate Council Output [ShropshireCouncil]",""
"passed","Tue Aug 06 23:03:33 GMT 2024","Tue Aug 06 23:05:54 GMT 2024","141406","","","","","","Validate Council Output [ChichesterDistrictCouncil]",""
"passed","Tue Aug 06 23:11:32 GMT 2024","Tue Aug 06 23:11:51 GMT 2024","18600","","","","","","Validate Council Output [BoltonCouncil]",""
"passed","Tue Aug 06 23:16:50 GMT 2024","Tue Aug 06 23:16:53 GMT 2024","3363","","","","","","Validate Council Output [DorsetCouncil]",""
"passed","Tue Aug 06 23:11:49 GMT 2024","Tue Aug 06 23:11:50 GMT 2024","1696","","","","","","Validate Council Output [BedfordshireCouncil]",""
"passed","Tue Aug 06 23:19:21 GMT 2024","Tue Aug 06 23:19:57 GMT 2024","36064","","","","","","Validate Council Output [NewcastleCityCouncil]",""
"passed","Tue Aug 06 23:15:55 GMT 2024","Tue Aug 06 23:15:58 GMT 2024","3121","","","","","","Validate Council Output [BristolCityCouncil]",""
"passed","Tue Aug 06 23:15:48 GMT 2024","Tue Aug 06 23:15:53 GMT 2024","5655","","","","","","Validate Council Output [CrawleyBoroughCouncil]",""
"passed","Tue Aug 06 23:11:52 GMT 2024","Tue Aug 06 23:15:55 GMT 2024","243105","","","","","","Validate Council Output [BrightonandHoveCityCouncil]",""
"failed","Tue Aug 06 23:17:06 GMT 2024","Tue Aug 06 23:17:39 GMT 2024","32956","","","","","","Validate Council Output [KirkleesCouncil]",""
"failed","Tue Aug 06 23:28:45 GMT 2024","Tue Aug 06 23:28:48 GMT 2024","2854","","","","","","Validate Council Output [WindsorAndMaidenheadCouncil]",""
"passed","Tue Aug 06 23:27:21 GMT 2024","Tue Aug 06 23:27:22 GMT 2024","1490","","","","","","Validate Council Output [RochdaleCouncil]",""
"failed","Tue Aug 06 23:27:26 GMT 2024","Tue Aug 06 23:27:28 GMT 2024","2037","","","","","","Validate Council Output [SwaleBoroughCouncil]",""
"failed","Tue Aug 06 23:19:02 GMT 2024","Tue Aug 06 23:20:24 GMT 2024","82624","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil]",""
"passed","Tue Aug 06 23:27:34 GMT 2024","Tue Aug 06 23:27:47 GMT 2024","12782","","","","","","Validate Council Output [WakefieldCityCouncil]",""
"failed","Tue Aug 06 23:27:15 GMT 2024","Tue Aug 06 23:27:17 GMT 2024","1863","","","","","","Validate Council Output [SouthTynesideCouncil]",""
"passed","Tue Aug 06 23:22:07 GMT 2024","Tue Aug 06 23:22:10 GMT 2024","2478","","","","","","Validate Council Output [SouthCambridgeshireCouncil]",""
"passed","Tue Aug 06 23:18:57 GMT 2024","Tue Aug 06 23:19:02 GMT 2024","4403","","","","","","Validate Council Output [FenlandDistrictCouncil]",""
"passed","Tue Aug 06 23:22:04 GMT 2024","Tue Aug 06 23:22:05 GMT 2024","882","","","","","","Validate Council Output [RochfordCouncil]",""
"passed","Tue Aug 06 23:03:34 GMT 2024","Tue Aug 06 23:06:36 GMT 2024","181899","","","","","","Validate Council Output [ArunCouncil]",""
"failed","Tue Aug 06 23:16:53 GMT 2024","Tue Aug 06 23:16:55 GMT 2024","2206","","","","","","Validate Council Output [ManchesterCityCouncil]",""
"passed","Tue Aug 06 23:27:19 GMT 2024","Tue Aug 06 23:27:21 GMT 2024","1124","","","","","","Validate Council Output [TelfordAndWrekinCouncil]",""
"passed","Tue Aug 06 23:03:33 GMT 2024","Tue Aug 06 23:03:34 GMT 2024","1124","","","","","","Validate Council Output [AdurAndWorthingCouncils]",""
"passed","Tue Aug 06 23:20:49 GMT 2024","Tue Aug 06 23:21:58 GMT 2024","69111","","","","","","Validate Council Output [PortsmouthCityCouncil]",""
"failed","Tue Aug 06 23:03:33 GMT 2024","Tue Aug 06 23:06:32 GMT 2024","179031","","","","","","Validate Council Output [BexleyCouncil]",""
"passed","Tue Aug 06 23:15:55 GMT 2024","Tue Aug 06 23:15:57 GMT 2024","2006","","","","","","Validate Council Output [DartfordBoroughCouncil]",""
"passed","Tue Aug 06 23:20:47 GMT 2024","Tue Aug 06 23:20:49 GMT 2024","1349","","","","","","Validate Council Output [MalvernHillsDC]",""
"failed","Tue Aug 06 23:06:47 GMT 2024","Tue Aug 06 23:06:48 GMT 2024","985","","","","","","Validate Council Output [CastlepointDistrictCouncil]",""
"failed","Tue Aug 06 23:16:11 GMT 2024","Tue Aug 06 23:17:05 GMT 2024","54455","","","","","","Validate Council Output [KingstonUponThamesCouncil]",""
"passed","Tue Aug 06 23:17:31 GMT 2024","Tue Aug 06 23:17:32 GMT 2024","290","","","","","","Validate Council Output [GedlingBoroughCouncil]",""
"passed","Tue Aug 06 23:18:02 GMT 2024","Tue Aug 06 23:18:03 GMT 2024","954","","","","","","Validate Council Output [MoleValleyDistrictCouncil]",""
"passed","Tue Aug 06 23:27:48 GMT 2024","Tue Aug 06 23:27:50 GMT 2024","2031","","","","","","Validate Council Output [WelhatCouncil]",""
"passed","Tue Aug 06 23:20:59 GMT 2024","Tue Aug 06 23:21:04 GMT 2024","5137","","","","","","Validate Council Output [NorthEastLincs]",""
"failed","Tue Aug 06 23:28:35 GMT 2024","Tue Aug 06 23:28:46 GMT 2024","10865","","","","","","Validate Council Output [WestSuffolkCouncil]",""
"passed","Tue Aug 06 23:19:08 GMT 2024","Tue Aug 06 23:19:11 GMT 2024","2701","","","","","","Validate Council Output [HaringeyCouncil]",""
"passed","Tue Aug 06 23:19:17 GMT 2024","Tue Aug 06 23:19:18 GMT 2024","1018","","","","","","Validate Council Output [LiverpoolCityCouncil]",""
"passed","Tue Aug 06 23:27:01 GMT 2024","Tue Aug 06 23:27:15 GMT 2024","13852","","","","","","Validate Council Output [SouthOxfordshireCouncil]",""
"passed","Tue Aug 06 23:27:36 GMT 2024","Tue Aug 06 23:27:47 GMT 2024","10468","","","","","","Validate Council Output [TestValleyBoroughCouncil]",""
"passed","Tue Aug 06 23:28:48 GMT 2024","Tue Aug 06 23:28:49 GMT 2024","1390","","","","","","Validate Council Output [WestNorthamptonshireCouncil]",""
"passed","Tue Aug 06 23:21:53 GMT 2024","Tue Aug 06 23:21:55 GMT 2024","2091","","","","","","Validate Council Output [SolihullCouncil]",""
"passed","Tue Aug 06 23:27:10 GMT 2024","Tue Aug 06 23:27:11 GMT 2024","1568","","","","","","Validate Council Output [StokeOnTrentCityCouncil]",""
"failed","Tue Aug 06 23:11:59 GMT 2024","Tue Aug 06 23:16:43 GMT 2024","284261","","","","","","Validate Council Output [EastLindseyDistrictCouncil]",""
"passed","Tue Aug 06 23:27:22 GMT 2024","Tue Aug 06 23:27:25 GMT 2024","2336","","","","","","Validate Council Output [TonbridgeAndMallingBC]",""
"passed","Tue Aug 06 23:17:59 GMT 2024","Tue Aug 06 23:18:54 GMT 2024","55669","","","","","","Validate Council Output [EppingForestDistrictCouncil]",""
"failed","Tue Aug 06 23:22:05 GMT 2024","Tue Aug 06 23:22:07 GMT 2024","1779","","","","","","Validate Council Output [NorthTynesideCouncil]",""
"failed","Tue Aug 06 23:06:38 GMT 2024","Tue Aug 06 23:11:38 GMT 2024","300045","","","","","","Validate Council Output [BarnetCouncil]",""
"passed","Tue Aug 06 23:17:33 GMT 2024","Tue Aug 06 23:18:12 GMT 2024","39400","","","","","","Validate Council Output [GuildfordCouncil]",""
"passed","Tue Aug 06 23:26:40 GMT 2024","Tue Aug 06 23:26:41 GMT 2024","1301","","","","","","Validate Council Output [SouthNorfolkCouncil]",""
"passed","Tue Aug 06 23:28:26 GMT 2024","Tue Aug 06 23:28:30 GMT 2024","3978","","","","","","Validate Council Output [WaverleyBoroughCouncil]",""
"failed","Tue Aug 06 23:03:33 GMT 2024","Tue Aug 06 23:05:48 GMT 2024","135050","","","","","","Validate Council Output [BuckinghamshireCouncil]",""
"passed","Tue Aug 06 23:11:39 GMT 2024","Tue Aug 06 23:11:43 GMT 2024","3887","","","","","","Validate Council Output [BasingstokeCouncil]",""
"passed","Tue Aug 06 23:21:45 GMT 2024","Tue Aug 06 23:21:48 GMT 2024","2611","","","","","","Validate Council Output [SheffieldCityCouncil]",""
"passed","Tue Aug 06 23:19:14 GMT 2024","Tue Aug 06 23:20:35 GMT 2024","81153","","","","","","Validate Council Output [HighPeakCouncil]",""
"passed","Tue Aug 06 23:22:08 GMT 2024","Tue Aug 06 23:24:25 GMT 2024","136792","","","","","","Validate Council Output [RushcliffeBoroughCouncil]",""
"passed","Tue Aug 06 23:21:29 GMT 2024","Tue Aug 06 23:21:29 GMT 2024","837","","","","","","Validate Council Output [NorthLanarkshireCouncil]",""
"passed","Tue Aug 06 23:19:20 GMT 2024","Tue Aug 06 23:19:21 GMT 2024","1124","","","","","","Validate Council Output [NewarkAndSherwoodDC]",""
"passed","Tue Aug 06 23:19:57 GMT 2024","Tue Aug 06 23:19:59 GMT 2024","1336","","","","","","Validate Council Output [NewhamCouncil]",""
"passed","Tue Aug 06 23:28:41 GMT 2024","Tue Aug 06 23:28:42 GMT 2024","1405","","","","","","Validate Council Output [WestLindseyDistrictCouncil]",""
"failed","Tue Aug 06 23:20:25 GMT 2024","Tue Aug 06 23:21:33 GMT 2024","68138","","","","","","Validate Council Output [GatesheadCouncil]",""
"failed","Tue Aug 06 23:27:47 GMT 2024","Tue Aug 06 23:28:33 GMT 2024","45994","","","","","","Validate Council Output [ThreeRiversDistrictCouncil]",""
"passed","Tue Aug 06 23:27:47 GMT 2024","Tue Aug 06 23:27:48 GMT 2024","1348","","","","","","Validate Council Output [WarwickDistrictCouncil]",""
"passed","Tue Aug 06 23:27:05 GMT 2024","Tue Aug 06 23:27:10 GMT 2024","4738","","","","","","Validate Council Output [OldhamCouncil]",""
"passed","Tue Aug 06 23:19:18 GMT 2024","Tue Aug 06 23:19:23 GMT 2024","4773","","","","","","Validate Council Output [LondonBoroughHounslow]",""
"passed","Tue Aug 06 23:18:45 GMT 2024","Tue Aug 06 23:18:51 GMT 2024","6059","","","","","","Validate Council Output [LancasterCityCouncil]",""
"passed","Tue Aug 06 23:19:23 GMT 2024","Tue Aug 06 23:20:45 GMT 2024","81768","","","","","","Validate Council Output [LondonBoroughRedbridge]",""
"passed","Tue Aug 06 23:16:10 GMT 2024","Tue Aug 06 23:16:11 GMT 2024","1490","","","","","","Validate Council Output [HuntingdonDistrictCouncil]",""
"passed","Tue Aug 06 23:11:53 GMT 2024","Tue Aug 06 23:16:10 GMT 2024","256499","","","","","","Validate Council Output [CheshireWestAndChesterCouncil]",""
"passed","Tue Aug 06 23:24:24 GMT 2024","Tue Aug 06 23:26:53 GMT 2024","148752","","","","","","Validate Council Output [NorthumberlandCouncil]",""
"passed","Tue Aug 06 23:06:43 GMT 2024","Tue Aug 06 23:06:47 GMT 2024","3971","","","","","","Validate Council Output [CardiffCouncil]",""
"failed","Tue Aug 06 23:16:56 GMT 2024","Tue Aug 06 23:16:57 GMT 2024","1030","","","","","","Validate Council Output [MertonCouncil]",""
"passed","Tue Aug 06 23:26:41 GMT 2024","Tue Aug 06 23:26:42 GMT 2024","1065","","","","","","Validate Council Output [StaffordBoroughCouncil]",""
"passed","Tue Aug 06 23:28:52 GMT 2024","Tue Aug 06 23:28:53 GMT 2024","676","","","","","","Validate Council Output [YorkCouncil]",""
"passed","Tue Aug 06 23:26:53 GMT 2024","Tue Aug 06 23:27:05 GMT 2024","12125","","","","","","Validate Council Output [NottinghamCityCouncil]",""
"failed","Tue Aug 06 23:06:32 GMT 2024","Tue Aug 06 23:11:32 GMT 2024","300022","","","","","","Validate Council Output [BlackburnCouncil]",""
"failed","Tue Aug 06 23:11:51 GMT 2024","Tue Aug 06 23:11:52 GMT 2024","1150","","","","","","Validate Council Output [BradfordMDC]",""
"passed","Tue Aug 06 23:22:10 GMT 2024","Tue Aug 06 23:22:10 GMT 2024","843","","","","","","Validate Council Output [SouthGloucestershireCouncil]",""
"passed","Tue Aug 06 23:11:43 GMT 2024","Tue Aug 06 23:11:44 GMT 2024","812","","","","","","Validate Council Output [BathAndNorthEastSomersetCouncil]",""
"passed","Tue Aug 06 23:26:42 GMT 2024","Tue Aug 06 23:27:14 GMT 2024","31421","","","","","","Validate Council Output [StaffordshireMoorlandsDistrictCouncil]",""
"passed","Tue Aug 06 23:06:36 GMT 2024","Tue Aug 06 23:06:37 GMT 2024","1404","","","","","","Validate Council Output [AylesburyValeCouncil]",""
"passed","Tue Aug 06 23:28:30 GMT 2024","Tue Aug 06 23:28:48 GMT 2024","18247","","","","","","Validate Council Output [WestLothianCouncil]",""
"failed","Tue Aug 06 23:18:01 GMT 2024","Tue Aug 06 23:18:02 GMT 2024","1105","","","","","","Validate Council Output [MiltonKeynesCityCouncil]",""
"passed","Tue Aug 06 23:20:35 GMT 2024","Tue Aug 06 23:21:43 GMT 2024","67913","","","","","","Validate Council Output [HounslowCouncil]",""
"passed","Tue Aug 06 23:19:16 GMT 2024","Tue Aug 06 23:19:17 GMT 2024","1051","","","","","","Validate Council Output [LisburnCastlereaghCityCouncil]",""
"failed","Tue Aug 06 23:27:31 GMT 2024","Tue Aug 06 23:27:34 GMT 2024","3568","","","","","","Validate Council Output [ValeofWhiteHorseCouncil]",""
"passed","Tue Aug 06 23:16:57 GMT 2024","Tue Aug 06 23:17:31 GMT 2024","34203","","","","","","Validate Council Output [BroxtoweBoroughCouncil]",""
"passed","Tue Aug 06 23:11:50 GMT 2024","Tue Aug 06 23:11:53 GMT 2024","2648","","","","","","Validate Council Output [DoverDistrictCouncil]",""
"passed","Tue Aug 06 23:15:46 GMT 2024","Tue Aug 06 23:15:47 GMT 2024","908","","","","","","Validate Council Output [ConwyCountyBorough]",""
"passed","Tue Aug 06 23:20:45 GMT 2024","Tue Aug 06 23:20:47 GMT 2024","2411","","","","","","Validate Council Output [MaldonDistrictCouncil]",""
"passed","Tue Aug 06 23:18:54 GMT 2024","Tue Aug 06 23:18:57 GMT 2024","2382","","","","","","Validate Council Output [ErewashBoroughCouncil]",""
"passed","Tue Aug 06 23:28:33 GMT 2024","Tue Aug 06 23:28:35 GMT 2024","1952","","","","","","Validate Council Output [WealdenDistrictCouncil]",""
"failed","Tue Aug 06 23:11:58 GMT 2024","Tue Aug 06 23:11:59 GMT 2024","804","","","","","","Validate Council Output [EastDevonDC]",""
"passed","Tue Aug 06 23:05:54 GMT 2024","Tue Aug 06 23:15:46 GMT 2024","591649","","","","","","Validate Council Output [ChorleyCouncil]",""
"passed","Tue Aug 06 23:28:48 GMT 2024","Tue Aug 06 23:28:52 GMT 2024","4306","","","","","","Validate Council Output [WokingBoroughCouncil]",""
"passed","Tue Aug 06 23:20:03 GMT 2024","Tue Aug 06 23:20:59 GMT 2024","55832","","","","","","Validate Council Output [NorthEastDerbyshireDistrictCouncil]",""
"passed","Tue Aug 06 23:11:44 GMT 2024","Tue Aug 06 23:11:49 GMT 2024","4721","","","","","","Validate Council Output [BedfordBoroughCouncil]",""
"failed","Tue Aug 06 23:18:12 GMT 2024","Tue Aug 06 23:19:08 GMT 2024","55624","","","","","","Validate Council Output [HaltonBoroughCouncil]",""
"passed","Tue Aug 06 23:18:57 GMT 2024","Tue Aug 06 23:18:57 GMT 2024","804","","","","","","Validate Council Output [FarehamBoroughCouncil]",""
"failed","Tue Aug 06 23:27:18 GMT 2024","Tue Aug 06 23:27:19 GMT 2024","1759","","","","","","Validate Council Output [StHelensBC]",""
"passed","Tue Aug 06 23:17:57 GMT 2024","Tue Aug 06 23:17:59 GMT 2024","1945","","","","","","Validate Council Output [EnvironmentFirst]",""
"passed","Tue Aug 06 23:27:27 GMT 2024","Tue Aug 06 23:27:31 GMT 2024","3926","","","","","","Validate Council Output [TorridgeDistrictCouncil]",""
"failed","Tue Aug 06 23:17:39 GMT 2024","Tue Aug 06 23:18:45 GMT 2024","66192","","","","","","Validate Council Output [KnowsleyMBCouncil]",""
"passed","Tue Aug 06 23:16:48 GMT 2024","Tue Aug 06 23:16:50 GMT 2024","1660","","","","","","Validate Council Output [DoncasterCouncil]",""
"passed","Tue Aug 06 23:19:59 GMT 2024","Tue Aug 06 23:20:03 GMT 2024","4140","","","","","","Validate Council Output [NewportCityCouncil]",""
