"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 07 00:03:55 GMT 2024","Wed Aug 07 00:03:57 GMT 2024","1971","","","","","","Validate Council Output [NorthYorkshire]",""
"passed","Tue Aug 06 23:58:27 GMT 2024","Tue Aug 06 23:58:27 GMT 2024","846","","","","","","Validate Council Output [MansfieldDistrictCouncil]",""
"passed","Wed Aug 07 00:03:25 GMT 2024","Wed Aug 07 00:03:28 GMT 2024","3291","","","","","","Validate Council Output [NewportCityCouncil]",""
"passed","Wed Aug 07 00:10:37 GMT 2024","Wed Aug 07 00:10:55 GMT 2024","17705","","","","","","Validate Council Output [WakefieldCityCouncil]",""
"failed","Wed Aug 07 00:04:29 GMT 2024","Wed Aug 07 00:06:53 GMT 2024","143478","","","","","","Validate Council Output [PrestonCityCouncil]",""
"passed","Wed Aug 07 00:07:26 GMT 2024","Wed Aug 07 00:07:31 GMT 2024","5700","","","","","","Validate Council Output [StokeOnTrentCityCouncil]",""
"passed","Wed Aug 07 00:06:54 GMT 2024","Wed Aug 07 00:07:36 GMT 2024","41817","","","","","","Validate Council Output [ReigateAndBansteadBoroughCouncil]",""
"failed","Tue Aug 06 23:48:42 GMT 2024","Tue Aug 06 23:48:44 GMT 2024","1096","","","","","","Validate Council Output [CastlepointDistrictCouncil]",""
"passed","Wed Aug 07 00:03:02 GMT 2024","Wed Aug 07 00:03:03 GMT 2024","1632","","","","","","Validate Council Output [EastleighBoroughCouncil]",""
"passed","Tue Aug 06 23:53:40 GMT 2024","Tue Aug 06 23:53:41 GMT 2024","1039","","","","","","Validate Council Output [BathAndNorthEastSomersetCouncil]",""
"failed","Tue Aug 06 23:45:24 GMT 2024","Tue Aug 06 23:48:27 GMT 2024","182409","","","","","","Validate Council Output [BexleyCouncil]",""
"passed","Tue Aug 06 23:59:59 GMT 2024","Wed Aug 07 00:01:31 GMT 2024","91676","","","","","","Validate Council Output [MidSussexDistrictCouncil]",""
"passed","Wed Aug 07 00:11:29 GMT 2024","Wed Aug 07 00:11:33 GMT 2024","3911","","","","","","Validate Council Output [WiganBoroughCouncil]",""
"passed","Wed Aug 07 00:07:01 GMT 2024","Wed Aug 07 00:07:03 GMT 2024","2457","","","","","","Validate Council Output [SouthCambridgeshireCouncil]",""
"failed","Tue Aug 06 23:57:45 GMT 2024","Tue Aug 06 23:57:47 GMT 2024","1738","","","","","","Validate Council Output [CroydonCouncil]",""
"failed","Tue Aug 06 23:58:24 GMT 2024","Tue Aug 06 23:58:27 GMT 2024","2141","","","","","","Validate Council Output [ManchesterCityCouncil]",""
"passed","Wed Aug 07 00:05:04 GMT 2024","Wed Aug 07 00:07:25 GMT 2024","141041","","","","","","Validate Council Output [StaffordshireMoorlandsDistrictCouncil]",""
"passed","Tue Aug 06 23:48:31 GMT 2024","Tue Aug 06 23:48:33 GMT 2024","1471","","","","","","Validate Council Output [AylesburyValeCouncil]",""
"passed","Tue Aug 06 23:48:38 GMT 2024","Tue Aug 06 23:48:42 GMT 2024","3973","","","","","","Validate Council Output [CardiffCouncil]",""
"passed","Wed Aug 07 00:04:09 GMT 2024","Wed Aug 07 00:04:13 GMT 2024","4640","","","","","","Validate Council Output [NorthEastLincs]",""
"passed","Wed Aug 07 00:04:20 GMT 2024","Wed Aug 07 00:04:23 GMT 2024","3499","","","","","","Validate Council Output [RugbyBoroughCouncil]",""
"passed","Wed Aug 07 00:04:17 GMT 2024","Wed Aug 07 00:04:19 GMT 2024","2187","","","","","","Validate Council Output [HullCityCouncil]",""
"passed","Wed Aug 07 00:02:48 GMT 2024","Wed Aug 07 00:03:44 GMT 2024","56039","","","","","","Validate Council Output [HighPeakCouncil]",""
"passed","Wed Aug 07 00:04:38 GMT 2024","Wed Aug 07 00:04:39 GMT 2024","814","","","","","","Validate Council Output [RushmoorCouncil]",""
"failed","Tue Aug 06 23:58:11 GMT 2024","Tue Aug 06 23:59:35 GMT 2024","83820","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil]",""
"passed","Wed Aug 07 00:00:18 GMT 2024","Wed Aug 07 00:00:21 GMT 2024","3350","","","","","","Validate Council Output [DoverDistrictCouncil]",""
"passed","Wed Aug 07 00:09:51 GMT 2024","Wed Aug 07 00:09:54 GMT 2024","2595","","","","","","Validate Council Output [TandridgeDistrictCouncil]",""
"passed","Wed Aug 07 00:09:54 GMT 2024","Wed Aug 07 00:10:06 GMT 2024","12279","","","","","","Validate Council Output [TestValleyBoroughCouncil]",""
"failed","Wed Aug 07 00:09:52 GMT 2024","Wed Aug 07 00:09:53 GMT 2024","1318","","","","","","Validate Council Output [SouthNorfolkCouncil]",""
"passed","Wed Aug 07 00:04:50 GMT 2024","Wed Aug 07 00:04:52 GMT 2024","1513","","","","","","Validate Council Output [SolihullCouncil]",""
"failed","Wed Aug 07 00:10:06 GMT 2024","Wed Aug 07 00:10:40 GMT 2024","33322","","","","","","Validate Council Output [UttlesfordDistrictCouncil]",""
"failed","Wed Aug 07 00:10:20 GMT 2024","Wed Aug 07 00:10:47 GMT 2024","27069","","","","","","Validate Council Output [WestBerkshireCouncil]",""
"passed","Tue Aug 06 23:53:49 GMT 2024","Tue Aug 06 23:53:51 GMT 2024","1522","","","","","","Validate Council Output [BedfordshireCouncil]",""
"passed","Tue Aug 06 23:58:19 GMT 2024","Tue Aug 06 23:58:21 GMT 2024","1508","","","","","","Validate Council Output [DoncasterCouncil]",""
"passed","Wed Aug 07 00:02:43 GMT 2024","Wed Aug 07 00:02:45 GMT 2024","2638","","","","","","Validate Council Output [HaringeyCouncil]",""
"failed","Wed Aug 07 00:07:36 GMT 2024","Wed Aug 07 00:10:01 GMT 2024","145550","","","","","","Validate Council Output [RenfrewshireCouncil]",""
"passed","Tue Aug 06 23:53:41 GMT 2024","Tue Aug 06 23:53:49 GMT 2024","7782","","","","","","Validate Council Output [BedfordBoroughCouncil]",""
"failed","Tue Aug 06 23:48:27 GMT 2024","Tue Aug 06 23:53:27 GMT 2024","300023","","","","","","Validate Council Output [BlackburnCouncil]",""
"passed","Wed Aug 07 00:10:01 GMT 2024","Wed Aug 07 00:10:04 GMT 2024","2679","","","","","","Validate Council Output [RhonddaCynonTaffCouncil]",""
"failed","Wed Aug 07 00:01:32 GMT 2024","Wed Aug 07 00:02:29 GMT 2024","56203","","","","","","Validate Council Output [NeathPortTalbotCouncil]",""
"passed","Wed Aug 07 00:03:23 GMT 2024","Wed Aug 07 00:03:25 GMT 2024","1640","","","","","","Validate Council Output [NewhamCouncil]",""
"passed","Wed Aug 07 00:03:18 GMT 2024","Wed Aug 07 00:03:55 GMT 2024","37471","","","","","","Validate Council Output [NorthWestLeicestershire]",""
"passed","Wed Aug 07 00:10:15 GMT 2024","Wed Aug 07 00:10:17 GMT 2024","2288","","","","","","Validate Council Output [TonbridgeAndMallingBC]",""
"failed","Wed Aug 07 00:07:04 GMT 2024","Wed Aug 07 00:09:51 GMT 2024","167110","","","","","","Validate Council Output [SouthKestevenDistrictCouncil]",""
"passed","Tue Aug 06 23:53:27 GMT 2024","Tue Aug 06 23:53:32 GMT 2024","5343","","","","","","Validate Council Output [BoltonCouncil]",""
"failed","Wed Aug 07 00:01:31 GMT 2024","Wed Aug 07 00:01:32 GMT 2024","386","","","","","","Validate Council Output [MiltonKeynesCityCouncil]",""
"failed","Wed Aug 07 00:00:26 GMT 2024","Wed Aug 07 00:02:04 GMT 2024","97765","","","","","","Validate Council Output [EastLindseyDistrictCouncil]",""
"passed","Wed Aug 07 00:06:53 GMT 2024","Wed Aug 07 00:06:54 GMT 2024","652","","","","","","Validate Council Output [ReadingBoroughCouncil]",""
"passed","Wed Aug 07 00:01:32 GMT 2024","Wed Aug 07 00:01:32 GMT 2024","867","","","","","","Validate Council Output [MoleValleyDistrictCouncil]",""
"passed","Wed Aug 07 00:04:43 GMT 2024","Wed Aug 07 00:04:45 GMT 2024","2359","","","","","","Validate Council Output [SheffieldCityCouncil]",""
"failed","Wed Aug 07 00:07:37 GMT 2024","Wed Aug 07 00:09:51 GMT 2024","134472","","","","","","Validate Council Output [TamesideMBCouncil]",""
"passed","Wed Aug 07 00:02:47 GMT 2024","Wed Aug 07 00:03:23 GMT 2024","36192","","","","","","Validate Council Output [NewcastleCityCouncil]",""
"passed","Wed Aug 07 00:11:01 GMT 2024","Wed Aug 07 00:11:37 GMT 2024","35691","","","","","","Validate Council Output [WestLothianCouncil]",""
"passed","Tue Aug 06 23:45:24 GMT 2024","Tue Aug 06 23:45:25 GMT 2024","939","","","","","","Validate Council Output [AdurAndWorthingCouncils]",""
"passed","Wed Aug 07 00:04:13 GMT 2024","Wed Aug 07 00:04:31 GMT 2024","17612","","","","","","Validate Council Output [NorthKestevenDistrictCouncil]",""
"failed","Wed Aug 07 00:10:55 GMT 2024","Wed Aug 07 00:11:06 GMT 2024","11178","","","","","","Validate Council Output [WestSuffolkCouncil]",""
"passed","Tue Aug 06 23:57:50 GMT 2024","Tue Aug 06 23:57:53 GMT 2024","2456","","","","","","Validate Council Output [BristolCityCouncil]",""
"passed","Wed Aug 07 00:10:15 GMT 2024","Wed Aug 07 00:10:17 GMT 2024","2164","","","","","","Validate Council Output [WealdenDistrictCouncil]",""
"passed","Wed Aug 07 00:11:06 GMT 2024","Wed Aug 07 00:11:07 GMT 2024","661","","","","","","Validate Council Output [YorkCouncil]",""
"passed","Wed Aug 07 00:09:51 GMT 2024","Wed Aug 07 00:09:52 GMT 2024","900","","","","","","Validate Council Output [SouthLanarkshireCouncil]",""
"passed","Wed Aug 07 00:00:21 GMT 2024","Wed Aug 07 00:00:24 GMT 2024","2547","","","","","","Validate Council Output [DurhamCouncil]",""
"failed","Tue Aug 06 23:59:35 GMT 2024","Wed Aug 07 00:00:53 GMT 2024","77639","","","","","","Validate Council Output [GatesheadCouncil]",""
"passed","Wed Aug 07 00:03:28 GMT 2024","Wed Aug 07 00:04:09 GMT 2024","40541","","","","","","Validate Council Output [NorthEastDerbyshireDistrictCouncil]",""
"passed","Tue Aug 06 23:48:38 GMT 2024","Tue Aug 06 23:48:38 GMT 2024","870","","","","","","Validate Council Output [CannockChaseDistrictCouncil]",""
"passed","Wed Aug 07 00:11:06 GMT 2024","Wed Aug 07 00:11:44 GMT 2024","38169","","","","","","Validate Council Output [WychavonDistrictCouncil]",""
"passed","Tue Aug 06 23:47:47 GMT 2024","Tue Aug 06 23:57:42 GMT 2024","595148","","","","","","Validate Council Output [ChorleyCouncil]",""
"passed","Wed Aug 07 00:04:52 GMT 2024","Wed Aug 07 00:05:02 GMT 2024","9919","","","","","","Validate Council Output [SomersetCouncil]",""
"passed","Wed Aug 07 00:02:29 GMT 2024","Wed Aug 07 00:02:46 GMT 2024","17496","","","","","","Validate Council Output [NewForestCouncil]",""
"passed","Tue Aug 06 23:47:40 GMT 2024","Tue Aug 06 23:47:42 GMT 2024","2074","","","","","","Validate Council Output [BuryCouncil]",""
"passed","Wed Aug 07 00:03:06 GMT 2024","Wed Aug 07 00:03:51 GMT 2024","45621","","","","","","Validate Council Output [EppingForestDistrictCouncil]",""
"passed","Tue Aug 06 23:53:35 GMT 2024","Tue Aug 06 23:53:40 GMT 2024","5445","","","","","","Validate Council Output [BasingstokeCouncil]",""
"passed","Wed Aug 07 00:10:59 GMT 2024","Wed Aug 07 00:11:06 GMT 2024","6843","","","","","","Validate Council Output [WyreCouncil]",""
"failed","Wed Aug 07 00:10:05 GMT 2024","Wed Aug 07 00:10:07 GMT 2024","1279","","","","","","Validate Council Output [ValeofGlamorganCouncil]",""
"passed","Wed Aug 07 00:01:31 GMT 2024","Wed Aug 07 00:02:24 GMT 2024","52526","","","","","","Validate Council Output [LeedsCityCouncil]",""
"passed","Wed Aug 07 00:04:40 GMT 2024","Wed Aug 07 00:04:43 GMT 2024","3235","","","","","","Validate Council Output [OldhamCouncil]",""
"passed","Wed Aug 07 00:07:33 GMT 2024","Wed Aug 07 00:07:37 GMT 2024","3586","","","","","","Validate Council Output [StroudDistrictCouncil]",""
"passed","Tue Aug 06 23:48:33 GMT 2024","Tue Aug 06 23:48:34 GMT 2024","927","","","","","","Validate Council Output [BCPCouncil]",""
"passed","Wed Aug 07 00:00:24 GMT 2024","Wed Aug 07 00:00:25 GMT 2024","1359","","","","","","Validate Council Output [EastCambridgeshireCouncil]",""
"failed","Tue Aug 06 23:58:16 GMT 2024","Tue Aug 06 23:59:42 GMT 2024","86141","","","","","","Validate Council Output [KirkleesCouncil]",""
"passed","Wed Aug 07 00:10:02 GMT 2024","Wed Aug 07 00:10:06 GMT 2024","4303","","","","","","Validate Council Output [TorridgeDistrictCouncil]",""
"passed","Wed Aug 07 00:02:45 GMT 2024","Wed Aug 07 00:02:48 GMT 2024","2448","","","","","","Validate Council Output [HarrogateBoroughCouncil]",""
"passed","Wed Aug 07 00:10:11 GMT 2024","Wed Aug 07 00:10:15 GMT 2024","3955","","","","","","Validate Council Output [WaverleyBoroughCouncil]",""
"passed","Wed Aug 07 00:01:25 GMT 2024","Wed Aug 07 00:01:31 GMT 2024","5922","","","","","","Validate Council Output [LancasterCityCouncil]",""
"passed","Tue Aug 06 23:58:28 GMT 2024","Tue Aug 06 23:59:59 GMT 2024","91061","","","","","","Validate Council Output [MidAndEastAntrimBoroughCouncil]",""
